sources targets
1 31
1 43
2 38
3 43
3 54
4 44
4 49
5 47
6 52
6 64
7 49
8 57
8 67
9 55
10 64
10 73
11 67
11 75
12 65
13 70
13 79
14 72
14 80
15 79
15 86
16 80
16 88
17 25
18 25
19 84
19 92
20 83
21 85
22 89
22 93
23 87
24 84
25 71
26 74
26 84
27 28
27 29
27 30
28 34
28 36
28 38
29 31
29 35
30 33
30 39
31 32
32 33
32 40
34 37
34 41
35 37
38 42
41 45
41 46
42 47
42 49
43 48
44 47
44 50
44 51
46 53
48 52
50 58
50 59
51 56
52 55
53 57
54 55
54 62
56 60
56 63
57 61
58 60
59 61
60 65
61 66
64 68
67 69
68 70
69 71
70 72
71 74
71 76
72 73
73 77
74 75
75 78
79 81
80 82
81 83
82 85
83 87
85 89
86 87
86 90
88 89
88 91
