sources targets
1 2
1 3
1 30
2 3
2 4
2 31
2 32
3 4
3 5
3 32
3 33
4 5
4 6
4 33
5 6
5 33
5 34
6 7
6 8
6 34
7 8
7 9
8 9
8 10
8 35
9 10
9 11
9 35
10 11
11 12
11 13
11 14
11 29
11 36
12 13
12 14
12 29
12 36
13 14
13 29
15 16
15 37
15 38
16 17
16 18
16 37
16 38
17 18
17 19
17 40
18 19
18 20
18 40
19 20
19 21
19 41
20 21
20 41
21 22
21 23
22 23
22 24
22 42
23 24
23 25
23 42
24 25
25 26
25 27
25 28
25 43
26 27
26 28
26 39
26 43
27 28
27 39
27 43
29 35
29 36
30 31
30 32
31 32
31 33
32 33
33 34
34 35
35 36
37 38
37 40
39 43
40 41
41 42
42 43
