sources targets
1 30
2 32
3 36
4 39
5 41
6 46
7 49
8 53
9 62
10 66
11 72
12 78
13 81
14 26
14 28
14 32
15 30
15 31
16 36
16 40
17 46
17 47
18 53
18 55
19 61
19 62
20 66
20 67
21 72
21 75
22 78
22 79
23 81
23 82
24 83
24 85
24 86
25 27
25 28
25 29
26 27
26 30
31 33
31 36
32 37
33 34
34 35
34 38
35 39
37 42
39 43
40 41
40 46
41 44
42 45
43 49
44 50
44 51
45 48
45 52
47 53
47 56
47 57
48 58
49 54
54 64
55 59
55 62
59 60
60 68
60 69
61 63
61 66
63 65
65 70
65 71
67 72
67 73
67 74
75 76
75 77
75 78
79 80
80 81
82 83
82 84
