sources targets
1 2
1 3
1 4
1 73
2 4
2 76
2 77
3 4
3 48
3 63
3 65
3 72
3 73
4 48
4 63
4 74
4 75
4 76
5 6
5 7
5 19
5 53
5 54
5 55
6 7
6 8
6 9
6 10
7 8
7 10
7 47
7 74
7 76
8 9
8 10
8 27
8 30
8 47
8 74
9 10
9 30
11 12
11 16
11 18
11 90
12 13
12 14
12 15
12 16
12 17
12 18
12 95
13 14
13 15
13 62
13 70
13 71
13 92
13 99
14 15
14 59
14 99
15 16
15 18
15 41
15 59
15 95
15 99
16 18
16 90
16 93
16 94
16 100
17 95
18 95
18 100
19 20
19 23
19 50
19 55
20 21
20 22
20 23
21 22
21 23
21 69
21 86
21 87
21 98
22 23
22 52
22 66
22 86
22 98
23 50
23 51
23 52
23 83
24 25
24 26
24 27
24 28
24 29
25 27
25 44
25 45
25 49
26 27
26 28
26 29
26 30
26 31
26 69
27 47
28 29
28 62
29 31
29 62
29 70
29 92
30 31
31 69
32 33
32 34
32 35
32 36
32 37
32 38
32 39
32 40
33 38
33 39
33 67
33 98
34 35
34 36
34 40
34 56
34 57
35 37
35 57
35 84
35 88
36 38
36 40
37 39
37 84
37 85
37 86
37 87
38 39
39 86
39 98
40 56
40 89
40 90
40 93
41 42
41 43
41 99
42 43
43 59
43 60
44 45
44 46
44 49
44 64
45 46
46 89
46 90
47 48
47 49
48 49
48 63
48 74
48 76
49 63
49 64
50 51
50 55
50 80
50 81
50 82
50 83
51 52
51 82
51 83
52 66
52 68
53 54
53 55
54 55
54 76
54 77
56 93
56 94
57 58
57 88
57 101
58 88
58 101
59 60
59 61
60 61
61 95
61 96
61 97
62 70
62 92
63 64
63 65
64 65
64 72
65 72
66 67
66 68
66 73
66 78
66 98
67 68
68 78
68 91
69 70
69 71
69 87
70 71
70 92
71 87
71 99
72 73
73 78
74 75
74 76
75 76
76 77
78 79
78 91
79 91
80 81
80 82
80 83
81 82
81 83
82 83
84 85
84 88
85 86
85 87
86 87
86 98
88 101
89 90
90 93
93 94
93 100
94 100
95 96
95 97
96 97
96 100
