sources targets
1 2
1 11
2 3
2 10
2 12
2 16
3 7
3 12
3 15
3 20
4 8
4 13
4 14
4 17
5 6
6 7
7 11
7 25
8 9
8 14
8 34
9 13
10 11
11 12
11 36
12 35
12 40
13 14
13 37
15 16
15 36
16 35
17 24
17 28
17 34
17 44
18 22
18 23
18 27
18 31
18 32
18 33
19 21
19 22
19 26
19 29
19 30
19 41
19 42
20 21
20 25
21 25
21 40
22 26
22 30
22 39
23 24
23 28
24 28
24 34
24 37
24 43
24 44
25 29
25 40
26 29
26 30
26 39
27 28
27 32
27 33
28 34
28 43
28 44
30 31
30 42
31 32
31 38
32 33
32 38
33 38
34 37
35 36
37 44
38 42
38 43
39 41
39 42
40 41
43 44
