sources targets
1 2
1 3
1 4
1 5
1 6
1 7
2 3
2 5
2 6
2 61
2 62
3 6
3 20
3 22
4 22
4 28
4 56
4 81
5 6
5 7
5 61
5 62
5 63
6 7
6 22
7 61
7 62
7 63
7 85
8 9
8 10
8 12
9 10
9 11
9 12
10 12
11 57
12 100
13 14
13 40
13 45
13 71
14 15
14 16
14 17
15 16
15 48
15 49
16 17
16 48
16 49
17 71
18 19
18 20
18 21
18 64
19 20
19 21
19 22
20 22
20 64
21 22
21 28
22 28
22 64
23 24
23 25
23 26
23 27
24 25
24 26
24 68
24 78
24 79
24 80
25 26
25 27
26 27
27 92
27 103
28 29
29 55
30 31
30 32
30 33
30 34
30 35
30 36
31 33
31 37
31 38
31 39
31 59
31 60
32 34
32 35
32 50
33 34
33 35
33 36
33 59
34 35
34 50
34 51
35 50
35 51
35 52
36 60
36 67
36 68
37 38
37 39
38 39
40 41
40 42
40 43
40 44
41 43
41 45
41 69
42 43
42 44
42 45
42 46
42 47
43 44
43 47
43 86
44 86
45 46
45 88
46 87
46 88
47 83
47 86
48 49
50 51
50 52
51 52
51 53
51 54
52 53
52 54
53 54
53 82
55 56
56 81
57 58
58 102
59 60
60 67
60 68
60 78
61 62
61 63
62 63
63 72
63 74
63 85
64 94
64 95
65 66
65 79
67 78
67 100
68 78
69 70
69 71
70 71
70 90
71 90
72 73
72 74
72 77
72 85
73 74
73 75
73 76
73 77
74 75
74 76
74 77
74 85
74 91
74 93
75 76
75 77
75 93
76 77
76 93
77 85
78 80
78 97
79 80
79 96
80 96
80 97
82 83
82 84
83 84
87 88
88 89
89 98
91 92
91 93
92 103
94 98
94 99
95 98
95 99
96 97
96 101
98 99
101 102
