sources targets
1 2
1 3
1 9
2 3
2 10
2 23
3 4
3 9
3 11
3 30
4 10
4 32
4 34
5 6
5 13
5 37
6 12
6 36
7 14
7 22
7 35
7 59
8 16
8 28
8 52
8 53
9 10
9 47
10 11
10 54
11 56
11 58
12 13
12 37
12 61
13 36
13 60
14 35
14 46
14 59
15 23
15 29
15 53
16 24
16 28
16 52
17 19
17 25
17 27
17 43
17 51
18 20
18 26
18 50
19 25
20 21
20 45
21 22
21 44
21 46
22 45
23 29
23 53
24 28
24 52
25 27
25 43
25 51
26 27
26 42
28 29
30 34
30 58
31 35
31 38
31 59
31 62
32 37
32 61
33 36
33 38
33 60
33 62
34 54
35 55
36 57
37 56
38 55
38 57
38 62
39 47
39 53
40 48
40 52
41 43
41 49
42 44
42 50
44 45
45 46
49 51
50 51
54 58
55 59
55 62
56 61
57 60
57 62
