sources targets
1 2
1 15
2 3
2 28
2 29
3 4
3 5
3 16
3 28
4 5
4 6
5 6
5 27
6 7
6 19
6 27
6 32
7 8
7 20
7 32
8 9
8 19
8 21
8 30
9 20
9 30
9 31
10 11
10 12
10 24
10 31
11 12
11 24
12 13
12 23
12 25
13 24
13 25
13 34
14 26
14 37
14 40
15 29
15 39
15 40
16 17
16 28
16 39
17 27
17 28
17 38
17 39
18 27
18 32
18 33
18 38
19 20
19 33
20 21
20 41
21 41
21 42
22 23
22 24
22 31
22 42
23 24
24 25
25 43
26 29
26 40
27 32
27 33
28 29
29 37
29 39
30 31
30 42
31 41
31 42
32 33
32 38
33 38
34 35
34 43
34 44
35 36
35 43
35 45
36 44
36 45
37 40
41 42
43 44
44 45
