sources targets
1 2
1 3
1 4
1 33
1 34
1 35
1 67
2 3
2 4
2 5
3 7
3 8
3 67
3 77
4 34
4 75
5 47
5 53
5 54
5 55
5 57
5 77
6 7
6 8
6 10
6 72
7 8
7 9
7 10
7 11
8 10
8 59
8 77
8 78
9 10
9 11
9 37
9 79
10 11
10 64
11 36
11 37
11 66
11 73
11 79
11 82
11 85
12 13
12 14
13 27
14 84
15 16
15 17
15 37
15 79
16 17
17 36
17 37
17 38
17 39
18 19
18 20
18 21
18 22
18 23
18 24
19 68
19 69
20 22
20 24
20 29
20 36
20 73
21 23
21 24
21 58
21 71
22 24
22 29
22 32
23 58
23 71
24 58
25 26
25 27
25 28
26 27
26 28
27 28
27 42
28 82
29 30
29 31
29 32
29 73
30 31
30 32
31 32
31 48
31 51
33 34
33 35
34 35
35 81
36 73
36 79
36 85
37 73
37 79
38 39
38 40
39 40
39 42
40 41
40 42
40 43
41 42
41 43
42 43
43 83
44 45
44 50
46 47
46 48
46 49
46 50
46 51
46 52
47 48
47 49
47 53
47 57
48 49
48 50
48 51
48 52
48 65
48 66
49 57
49 62
50 52
50 65
51 52
53 54
53 55
53 56
53 57
54 55
54 56
54 59
54 60
55 56
57 61
57 62
57 63
59 60
59 76
59 77
59 78
60 76
61 62
61 63
61 74
62 63
64 65
64 66
65 66
66 73
66 82
67 68
68 69
68 70
69 70
70 71
72 78
73 82
74 75
79 85
80 81
83 84
