sources targets
1 27
1 38
2 11
2 27
2 28
3 9
3 29
3 30
3 31
4 8
4 12
4 32
4 33
5 26
5 27
5 38
5 39
6 19
6 27
6 28
6 39
6 40
7 17
7 41
7 42
7 43
8 20
8 30
8 31
8 44
8 45
9 10
9 18
9 20
9 29
10 11
10 17
10 19
10 28
10 29
11 13
11 18
11 19
11 21
11 27
12 14
12 22
12 31
13 19
13 25
14 20
14 33
14 34
15 16
15 24
15 36
16 23
16 24
16 35
16 36
17 18
17 20
17 41
18 19
18 40
18 41
19 21
19 39
20 22
20 43
21 37
22 45
22 46
23 24
23 48
24 47
24 48
25 26
25 38
26 27
26 37
28 29
29 30
30 31
30 43
31 44
31 45
32 33
33 44
34 35
34 36
35 36
35 46
36 47
36 48
37 38
39 40
40 41
41 42
42 43
44 45
46 47
46 48
47 48
