sources targets
1 19
1 20
2 3
2 13
2 20
3 10
3 13
3 21
3 22
3 24
4 5
4 16
5 6
5 7
5 17
6 7
6 17
6 37
7 17
7 28
7 37
8 9
8 19
9 10
9 11
9 12
9 13
9 21
10 13
10 14
10 15
10 35
11 12
11 13
11 36
12 13
13 14
13 37
14 15
14 37
15 23
15 38
16 17
16 36
16 39
16 42
17 40
18 23
18 24
18 28
18 34
18 40
18 41
19 20
19 42
20 21
21 22
21 43
22 23
22 43
23 44
24 25
24 34
24 38
25 26
25 30
25 32
25 33
25 38
25 41
25 44
26 27
26 31
26 32
27 30
27 31
28 29
28 34
28 38
29 30
29 33
29 38
30 31
30 32
32 33
33 34
33 38
34 35
34 38
35 37
35 40
35 43
38 41
38 44
41 44
