sources targets
1 2
1 3
1 4
1 24
1 37
1 39
2 39
2 48
3 24
4 5
4 6
4 36
4 37
4 38
4 39
5 6
5 24
6 51
7 8
7 9
7 10
7 11
7 16
7 17
7 28
8 9
8 17
8 57
9 10
9 15
9 16
9 17
10 15
10 16
10 17
11 53
12 13
12 14
12 15
12 19
12 30
13 14
13 15
13 16
13 17
14 15
14 16
14 20
15 16
15 17
16 17
16 19
18 19
18 20
18 21
18 22
18 54
19 20
19 30
19 31
20 21
20 31
20 36
20 45
21 22
21 25
21 44
21 45
22 27
22 28
22 51
22 54
23 24
23 39
23 42
23 49
23 55
24 39
24 55
25 28
25 32
25 34
25 43
25 44
26 27
26 28
26 46
26 53
27 28
27 29
27 46
27 53
28 29
28 46
28 53
29 46
29 47
30 31
31 36
31 38
31 41
32 33
32 34
32 35
32 43
32 44
32 52
33 34
33 35
33 43
33 52
34 35
34 46
34 52
35 52
36 38
36 45
37 38
37 39
37 41
37 42
37 48
37 49
38 41
38 42
39 48
39 49
39 50
40 41
40 42
40 48
40 49
40 50
41 42
42 49
42 50
43 44
43 52
44 45
47 56
48 50
49 50
51 54
55 56
