sources targets
1 2
1 3
1 36
1 56
2 3
2 4
2 21
3 4
4 5
4 20
5 6
5 19
5 22
5 28
6 31
6 33
6 42
6 51
7 8
7 24
7 37
7 57
8 9
8 26
8 37
8 46
9 26
9 35
9 46
10 11
10 12
10 36
10 41
10 56
11 12
11 41
11 50
12 13
12 40
13 14
13 19
13 42
13 48
14 15
14 42
14 51
14 53
15 16
15 17
15 44
15 57
16 17
16 26
16 46
16 57
17 46
17 55
18 27
18 29
19 27
19 28
20 29
20 40
20 49
21 30
21 41
21 50
22 31
23 32
23 36
23 56
24 33
25 34
25 35
25 54
25 55
26 57
29 40
29 49
30 36
30 41
30 50
32 36
32 56
34 35
34 45
34 55
37 57
38 47
38 49
39 47
39 48
40 49
41 50
42 51
43 52
44 53
45 54
46 57
52 56
54 55
