sources targets
1 25
1 27
2 24
2 29
3 28
3 29
4 26
4 33
5 32
5 35
6 32
6 40
7 34
7 37
8 31
8 53
9 38
9 44
10 37
10 50
11 46
11 57
12 51
12 60
13 55
13 72
14 59
14 69
15 62
15 74
16 68
16 75
17 70
18 72
19 77
19 85
20 81
21 83
21 86
22 85
23 86
24 26
24 27
25 26
25 28
27 30
28 31
29 30
29 42
31 33
32 36
32 39
33 45
34 35
34 36
35 41
37 43
37 48
38 39
38 40
40 47
41 43
41 61
42 56
44 46
44 52
45 54
46 47
48 49
49 51
49 66
50 51
50 58
52 55
52 67
53 54
53 63
55 57
56 62
57 64
58 59
59 60
60 65
62 71
63 72
64 68
65 69
68 70
69 77
70 73
70 81
71 78
73 76
73 82
74 78
74 79
75 76
75 80
77 83
78 84
79 80
85 87
86 88
