sources targets
1 2
1 3
1 17
2 3
2 4
2 17
3 4
3 17
4 20
5 6
5 7
5 8
6 7
6 8
6 31
7 8
7 31
8 25
9 10
9 11
9 43
10 11
10 43
11 12
11 37
11 43
12 36
12 37
13 14
13 15
13 44
14 15
14 16
14 44
15 16
15 44
16 32
16 38
17 20
17 21
17 26
18 19
18 21
18 22
18 27
18 28
19 22
19 28
20 21
20 26
20 27
21 26
21 27
22 28
23 24
23 29
23 30
24 25
24 29
24 30
24 31
25 30
25 31
26 27
29 30
30 31
32 33
32 38
32 39
32 44
32 45
33 38
33 39
33 44
33 45
34 40
34 45
34 46
35 36
35 41
35 42
36 37
36 41
36 42
37 42
37 43
38 39
38 44
39 45
40 45
40 46
41 42
45 46
