sources targets
1 2
1 3
1 4
2 3
2 4
2 22
3 4
3 5
3 22
4 5
4 21
5 6
5 16
5 21
6 23
6 34
7 8
7 24
7 28
7 42
8 9
8 19
8 24
8 32
9 30
9 32
9 46
10 20
10 31
10 33
10 45
11 12
11 13
11 22
12 13
12 22
12 36
13 14
13 22
13 36
14 15
14 21
14 35
15 21
15 34
15 35
16 23
16 34
16 37
17 24
17 28
17 38
17 42
18 24
18 32
18 38
18 46
19 32
19 44
19 46
20 31
20 45
20 47
21 34
23 27
23 34
24 28
25 26
25 29
25 40
26 39
27 28
27 37
27 42
28 38
28 41
29 33
29 39
29 47
30 31
30 45
31 44
33 43
33 47
34 35
34 37
37 41
39 40
39 43
41 42
43 47
44 45
