sources targets
1 3
1 31
1 39
2 3
2 18
2 32
2 41
3 17
3 33
4 20
4 33
4 34
5 6
5 19
5 21
5 34
5 43
6 20
6 34
6 35
6 43
6 44
7 8
7 35
7 44
8 9
8 35
9 36
9 45
10 11
10 36
10 45
11 12
11 36
12 13
12 37
12 46
13 14
13 15
13 37
13 38
14 15
14 38
14 47
15 38
16 17
16 31
16 39
16 41
16 48
17 18
17 32
17 41
18 42
19 20
19 42
19 43
20 21
20 43
21 44
22 23
22 35
22 44
23 24
23 25
24 25
24 26
24 36
24 45
25 26
25 36
25 45
26 27
27 28
27 29
27 46
28 29
28 30
28 46
28 47
29 30
29 38
29 47
31 39
31 40
31 48
32 33
32 39
32 42
33 41
37 38
37 47
38 46
38 47
39 40
39 48
40 48
41 42
46 47
