sources targets
1 2
1 11
2 10
2 20
2 25
3 4
3 5
3 14
3 27
4 5
4 12
4 14
4 15
4 30
5 6
5 7
5 13
5 15
5 30
6 7
6 30
7 29
8 9
8 15
8 17
8 31
9 16
9 17
9 26
10 11
10 35
10 36
11 36
11 41
12 13
12 14
12 43
13 30
13 46
14 15
14 46
15 45
16 17
16 31
16 47
17 26
17 42
18 19
18 35
19 20
19 34
19 36
20 35
21 26
21 28
21 42
21 44
22 24
22 27
22 43
23 28
23 44
24 25
24 41
25 40
26 37
27 30
27 38
27 46
28 37
28 39
29 32
29 48
30 43
31 33
31 49
32 33
32 45
32 49
33 47
33 49
34 35
35 36
37 42
37 44
38 40
38 43
39 44
40 41
43 46
45 48
47 49
48 49
