sources targets
1 2
1 3
1 16
2 3
2 4
2 32
3 4
3 33
4 5
4 33
4 34
5 6
5 7
5 34
5 35
6 7
6 8
6 22
6 35
7 8
7 36
8 9
8 36
8 37
9 10
9 11
9 30
9 37
10 11
10 12
10 30
11 12
12 13
13 14
13 29
14 28
14 29
15 16
15 17
15 18
15 39
15 40
16 17
16 18
16 40
17 18
17 19
18 19
18 41
19 20
19 41
19 42
20 21
20 22
20 42
20 43
21 22
21 23
21 43
22 23
22 44
23 24
23 44
23 45
24 25
24 26
24 38
24 45
25 26
25 27
25 38
26 27
27 28
28 29
30 37
30 45
31 32
31 40
32 33
32 39
33 34
33 40
33 42
34 41
35 36
35 44
36 37
36 43
36 45
37 38
37 44
37 45
38 45
39 40
41 42
43 44
44 45
