sources targets
1 2
1 17
2 3
2 4
2 16
2 32
3 4
3 19
3 34
4 5
4 36
5 6
5 21
5 35
6 7
6 20
6 37
7 8
7 21
7 37
7 39
8 9
8 10
8 38
9 10
9 11
10 11
11 12
11 27
12 13
12 27
13 14
13 15
13 30
14 15
14 31
15 30
16 17
17 18
17 19
17 41
18 19
18 20
18 43
19 20
19 45
20 21
20 44
21 22
21 46
22 23
22 46
22 48
23 24
23 25
23 47
24 25
24 26
25 26
26 27
27 28
27 29
28 29
28 30
29 30
29 31
30 31
32 33
32 41
32 42
33 34
33 41
33 42
33 43
34 42
35 36
35 45
36 44
37 39
37 48
38 40
38 49
39 40
39 46
39 49
40 47
40 48
40 49
41 42
42 43
44 45
46 48
47 49
48 49
