sources targets
1 39
2 40
3 43
4 44
5 59
5 67
6 60
6 68
7 51
8 52
9 63
10 64
11 67
12 68
13 77
14 78
15 84
15 85
16 89
17 29
17 33
17 39
18 30
18 35
18 40
19 37
19 51
20 38
20 52
21 43
21 49
21 57
22 44
22 50
22 58
23 61
23 63
23 71
24 62
24 64
24 72
25 53
25 77
26 54
26 78
27 81
27 82
28 83
29 31
29 43
30 32
30 44
31 34
32 36
33 34
35 36
37 39
37 41
38 40
38 42
41 45
41 47
42 46
42 48
45 55
46 56
49 63
50 64
51 53
52 54
53 59
54 60
59 69
60 70
61 65
61 67
62 66
62 68
65 73
65 74
66 75
66 76
77 79
78 80
79 81
79 83
80 82
80 86
81 84
82 85
83 89
84 87
85 88
86 90
87 89
87 91
88 90
88 92
