sources targets
1 15
1 18
1 42
2 19
2 22
2 43
3 24
3 27
3 36
3 51
4 5
4 28
4 37
5 31
5 55
6 7
6 23
6 32
7 38
7 62
8 15
8 18
8 39
8 42
9 19
9 22
9 43
9 46
10 27
10 36
10 48
10 51
10 60
11 12
11 28
11 37
11 52
11 61
12 31
12 55
13 14
13 23
13 32
13 56
14 62
15 16
15 18
15 40
15 42
16 17
16 39
17 19
17 43
18 39
19 41
20 21
20 27
20 45
21 22
21 44
21 46
22 45
23 29
23 32
23 38
23 62
24 33
25 33
25 34
26 34
26 35
27 36
28 35
28 37
28 61
29 30
29 54
30 31
30 53
30 55
31 54
32 38
32 62
37 52
38 62
39 40
39 42
40 41
41 43
44 45
44 51
45 46
47 53
47 56
48 57
49 57
49 58
50 58
50 59
51 60
52 59
52 61
53 54
54 55
