sources targets
1 2
1 33
1 42
2 3
2 17
2 34
2 35
3 35
3 37
3 44
4 5
4 21
4 36
5 6
5 20
6 7
6 23
6 38
7 22
7 38
7 39
8 9
8 10
8 25
8 41
9 10
9 26
10 11
10 25
11 12
11 29
12 13
12 30
13 14
13 31
14 15
14 29
14 30
14 32
15 30
15 31
16 17
16 18
16 19
16 42
17 18
17 19
17 42
17 43
18 19
18 43
18 44
19 44
19 46
20 21
20 45
21 22
22 23
22 47
23 47
23 48
24 25
24 26
24 50
25 26
26 27
26 28
27 28
27 29
28 29
29 30
30 31
30 32
31 32
33 34
33 43
34 35
34 42
34 43
34 44
35 43
36 37
36 46
37 45
38 39
38 48
39 40
39 47
40 41
40 50
41 49
41 50
42 43
43 44
45 46
47 48
48 49
49 50
