sources targets
1 42
24 42
38 42
42 2
42 57
42 44
42 45
14 42
42 46
15 42
23 42
42 53
42 47
16 42
5 42
42 52
17 42
26 42
28 42
29 42
42 48
18 42
30 42
31 42
33 42
20 42
21 42
34 42
8 42
42 49
9 42
36 42
37 42
10 42
42 56
42 51
11 42
40 42
19 42
43 56
56 2
55 56
44 56
45 56
14 56
46 56
15 56
56 58
4 56
53 56
16 56
25 56
5 56
28 56
6 56
18 56
30 56
19 56
7 56
33 56
34 56
35 56
10 56
51 56
11 56
41 56
1 12
1 24
1 13
1 45
1 14
1 46
1 15
1 23
1 53
1 47
1 16
1 5
1 52
1 17
1 10
1 26
1 27
1 28
1 29
1 6
1 54
1 48
1 32
1 20
1 21
1 34
1 35
1 8
1 22
1 49
1 7
1 36
1 3
1 37
1 50
1 11
1 40
1 31
12 24
12 38
12 45
12 46
12 47
12 16
12 29
12 26
12 27
12 28
12 54
6 12
12 19
12 32
12 21
12 34
12 35
8 12
9 12
12 36
3 12
12 37
12 50
12 13
12 39
12 31
24 2
24 57
14 24
15 24
23 24
24 53
24 47
16 24
5 24
24 52
24 28
24 48
24 31
7 24
24 33
24 34
24 35
24 49
24 36
24 51
11 24
24 40
24 41
3 38
38 57
38 45
14 38
38 46
15 38
23 38
38 53
38 47
16 38
38 54
17 38
26 38
27 38
28 38
29 38
38 48
18 38
30 38
31 38
32 38
21 38
34 38
35 38
8 38
22 38
9 38
36 38
37 38
7 38
38 51
11 38
38 39
43 55
43 58
4 43
43 51
11 43
25 43
43 2
43 57
43 44
55 2
57 2
44 2
45 2
14 2
46 2
15 2
58 2
4 2
53 2
47 2
16 2
5 2
52 2
26 2
28 2
29 2
48 2
30 2
19 2
33 2
35 2
8 2
36 2
50 2
51 2
11 2
23 2
41 2
44 57
14 57
15 57
57 58
4 57
53 57
16 57
25 57
5 57
52 57
28 57
54 57
18 57
30 57
19 57
34 57
49 57
55 57
51 57
11 57
23 57
41 57
44 55
44 58
4 44
44 51
44 48
25 44
44 52
18 44
11 44
3 45
13 45
14 45
45 46
15 45
23 45
45 53
45 47
16 45
5 45
45 52
26 45
27 45
28 45
29 45
6 45
45 54
18 45
30 45
19 45
32 45
21 45
34 45
35 45
8 45
22 45
45 49
9 45
36 45
37 45
10 45
45 50
45 51
11 45
39 45
40 45
41 45
31 45
14 46
14 15
14 53
14 16
5 14
14 26
14 27
14 28
14 29
6 14
14 31
14 32
14 33
14 21
14 34
14 35
8 14
14 22
14 49
9 14
14 36
14 37
7 14
14 51
14 40
14 41
3 46
13 46
23 46
46 53
46 47
5 46
29 46
17 46
26 46
27 46
28 46
46 54
6 46
18 46
19 46
32 46
33 46
20 46
7 46
34 46
35 46
8 46
22 46
46 49
9 46
36 46
37 46
10 46
46 50
39 46
40 46
31 46
15 23
15 53
15 16
5 15
15 52
15 26
15 28
15 54
15 48
15 18
15 30
15 19
7 15
15 33
15 20
15 34
15 35
15 49
9 15
15 36
15 50
15 51
11 15
15 41
55 58
4 58
51 58
11 58
25 58
13 23
23 53
16 23
5 23
23 52
17 23
10 23
23 28
23 54
23 48
18 23
23 30
23 31
23 32
23 33
21 23
23 34
23 35
23 49
23 36
3 23
23 37
11 23
23 40
23 41
19 23
16 53
5 53
52 53
17 53
26 53
27 53
28 53
53 54
48 53
18 53
30 53
31 53
32 53
33 53
34 53
35 53
22 53
49 53
36 53
51 53
11 53
19 53
13 47
47 48
5 47
17 47
26 47
27 47
28 47
29 47
6 47
30 47
31 47
32 47
33 47
20 47
21 47
35 47
8 47
22 47
9 47
7 47
36 47
3 47
47 50
39 47
40 47
19 47
5 16
16 29
16 17
16 26
16 28
16 54
6 16
16 18
16 30
16 19
16 32
16 33
16 20
16 21
16 34
8 16
16 49
9 16
7 16
16 36
10 16
16 50
16 51
11 16
16 40
16 48
16 41
16 31
25 55
4 25
11 25
5 29
5 52
5 26
5 28
5 54
5 48
5 18
5 30
5 31
5 32
5 33
5 21
5 34
5 35
5 8
5 49
5 9
5 36
5 7
5 51
5 11
5 41
5 19
17 52
26 52
27 52
28 52
52 54
48 52
18 52
30 52
31 52
7 52
33 52
34 52
22 52
49 52
36 52
50 52
51 52
11 52
40 52
19 52
3 17
17 29
17 26
17 27
17 28
17 54
17 18
17 31
17 32
17 33
17 20
8 17
17 22
17 49
17 37
10 17
17 50
13 17
17 39
10 13
10 26
10 27
10 28
10 29
6 10
10 19
10 32
10 33
10 20
10 21
10 34
10 35
8 10
10 22
10 49
9 10
7 10
10 36
10 50
10 11
10 39
10 48
10 31
3 26
26 48
26 27
26 28
26 29
6 26
26 54
26 30
26 31
26 32
26 33
20 26
21 26
26 35
8 26
22 26
9 26
26 36
26 37
7 26
26 51
13 26
26 39
19 26
3 27
27 28
6 27
27 30
27 48
27 32
20 27
21 27
27 34
27 35
8 27
22 27
9 27
27 36
27 51
13 27
27 39
27 40
4 55
11 55
28 29
6 29
29 31
29 32
20 29
21 29
29 34
8 29
22 29
29 49
9 29
29 36
29 37
7 29
29 51
29 40
28 48
28 54
18 28
28 30
19 28
28 32
28 33
20 28
21 28
28 34
28 35
8 28
22 28
28 49
9 28
7 28
28 36
28 37
28 50
28 51
13 28
28 39
28 40
28 31
6 32
6 19
6 7
6 20
6 21
6 34
6 35
6 8
6 22
6 9
6 50
6 51
6 39
6 31
48 54
18 54
30 54
31 54
7 54
34 54
35 54
8 54
49 54
37 54
50 54
51 54
40 54
18 48
18 30
18 31
8 18
18 49
18 36
18 51
