sources targets
1 35
2 37
3 43
4 45
5 52
6 60
6 77
7 57
8 64
9 63
10 66
11 72
12 77
13 78
14 87
15 90
16 92
17 31
17 34
17 35
18 37
18 39
19 36
19 43
20 45
20 47
21 44
21 57
22 52
22 56
23 51
24 59
24 63
25 58
25 72
26 66
26 68
27 70
27 87
28 78
28 84
29 76
29 92
30 90
30 94
31 32
31 37
32 33
33 34
35 36
36 38
38 40
38 41
39 42
39 45
42 48
43 44
44 46
46 53
46 54
47 49
47 52
48 51
49 50
49 55
50 61
56 60
56 63
57 58
58 64
59 62
59 66
60 67
62 65
62 69
64 73
65 75
68 71
68 78
70 72
70 74
71 80
71 81
74 82
74 83
76 77
76 79
79 85
79 86
84 88
84 90
87 89
88 95
89 91
91 93
92 94
93 96
94 101
95 99
95 100
96 97
96 98
99 102
100 103
101 104
102 105
103 105
