sources targets
1 85
2 38
3 40
4 42
5 43
6 58
6 66
7 59
7 67
8 52
9 53
10 62
11 63
12 66
13 67
14 83
14 84
15 76
16 77
17 88
18 30
18 35
18 38
19 31
19 37
19 40
20 42
20 50
20 56
21 43
21 51
21 57
22 39
22 52
23 41
23 53
24 60
24 62
24 70
25 61
25 63
25 71
26 54
26 76
27 55
27 77
28 80
28 81
29 82
30 32
30 42
31 33
31 43
32 34
33 36
34 35
36 37
38 39
39 44
40 41
41 45
44 46
44 47
45 48
45 49
50 62
51 63
52 54
53 55
54 58
55 59
58 68
59 69
60 64
60 66
61 65
61 67
64 72
64 73
65 74
65 75
76 78
77 79
78 80
78 82
79 81
79 85
80 83
81 84
82 88
83 86
84 87
85 89
86 88
86 90
87 89
87 91
