sources targets
1 27
1 34
2 28
2 35
3 32
3 36
4 33
4 37
5 36
5 40
6 37
6 41
7 44
8 45
9 52
10 53
11 56
12 57
13 54
14 55
15 62
16 63
17 64
18 65
19 66
20 67
21 72
21 80
22 73
22 81
23 25
23 29
23 34
24 26
24 29
24 35
25 28
25 30
26 27
26 31
27 32
28 33
30 37
31 36
32 38
33 39
40 42
40 46
41 43
41 47
42 44
43 45
44 48
44 54
45 49
45 55
46 50
46 52
47 51
47 53
48 50
49 51
50 56
51 57
52 58
53 59
54 62
55 63
56 60
57 61
58 60
58 64
59 61
59 65
60 66
61 67
64 68
65 69
66 70
67 71
68 70
68 72
69 71
69 73
70 74
71 75
72 76
73 77
74 78
75 79
76 78
77 79
