sources targets
1 2
1 3
2 3
2 4
2 21
3 4
3 20
3 21
4 5
4 19
4 20
5 6
5 19
5 22
6 7
6 16
6 23
6 27
7 8
7 15
7 17
7 23
7 31
8 9
8 16
8 18
8 29
8 31
9 17
9 18
9 30
9 32
10 11
10 12
11 12
11 13
11 35
12 13
12 34
12 35
13 14
13 33
13 34
14 15
14 33
14 36
15 16
15 37
15 41
16 17
16 37
16 45
17 18
17 43
17 45
18 44
18 46
19 20
19 22
19 34
19 36
20 21
20 33
20 35
21 34
22 26
22 33
23 27
23 31
23 41
23 45
24 25
24 28
24 39
25 38
26 27
26 36
26 41
27 37
27 40
28 32
28 38
28 46
29 30
29 44
30 43
31 37
32 42
32 46
33 34
33 36
34 35
36 40
37 41
37 45
38 39
38 42
40 41
42 46
43 44
