sources targets
1 2
1 17
2 3
2 20
2 37
3 19
3 36
4 5
4 22
4 23
4 36
5 6
5 21
5 23
6 7
6 21
6 22
6 24
6 39
7 8
7 23
7 34
8 9
8 26
9 10
9 11
10 11
10 26
11 12
11 13
12 13
12 28
12 30
13 31
13 33
14 15
14 16
14 30
14 38
15 16
15 32
15 41
16 32
16 41
17 18
17 19
17 46
17 49
18 19
18 20
18 46
19 20
20 45
21 22
21 45
22 23
23 24
23 48
24 25
24 43
25 26
26 27
27 28
28 29
29 30
30 31
30 42
31 32
31 47
31 50
32 50
33 38
33 41
33 50
34 36
34 39
34 45
35 37
35 40
35 46
35 49
36 39
37 40
38 41
38 50
39 45
40 44
40 46
41 50
42 47
43 48
44 49
