sources targets
8 18
18 35
18 36
18 37
18 38
2 18
3 18
4 18
18 39
5 18
10 18
18 41
18 48
18 43
7 18
18 34
18 55
12 18
18 44
13 18
16 18
18 45
18 47
18 21
18 22
18 49
18 33
18 25
18 53
18 29
18 30
18 32
8 35
8 47
8 36
8 37
8 38
8 33
8 27
3 8
4 8
8 39
8 10
8 40
6 8
8 41
8 42
8 48
8 43
8 54
8 28
7 8
8 34
8 9
8 55
8 11
8 12
8 44
8 13
8 14
8 15
8 16
8 17
8 45
8 19
8 20
8 51
8 22
8 23
8 49
8 50
8 24
8 25
8 52
8 26
8 53
8 31
8 32
35 47
35 36
35 38
2 35
27 35
3 35
4 35
35 39
5 35
35 42
6 35
35 40
35 43
35 54
35 50
9 35
35 55
11 35
12 35
35 44
13 35
14 35
15 35
16 35
17 35
19 35
20 35
35 51
21 35
22 35
23 35
35 49
33 35
31 35
35 52
26 35
35 53
28 35
36 47
37 47
38 47
2 47
27 47
3 47
4 47
39 47
10 47
42 47
6 47
41 47
40 47
47 48
43 47
28 47
7 47
34 47
9 47
47 55
12 47
44 47
13 47
14 47
15 47
33 47
17 47
45 47
19 47
20 47
47 51
22 47
47 49
47 50
24 47
25 47
47 52
47 53
47 54
29 47
30 47
32 47
36 37
36 38
2 36
27 36
3 36
36 39
5 36
36 40
6 36
36 41
36 42
36 48
36 43
36 50
7 36
34 36
9 36
36 55
10 36
11 36
12 36
36 44
13 36
14 36
15 36
16 36
17 36
36 45
36 46
19 36
20 36
36 51
22 36
23 36
36 49
33 36
24 36
36 52
26 36
36 54
29 36
30 36
31 36
32 36
37 38
2 37
27 37
3 37
4 37
37 39
5 37
37 42
6 37
37 41
37 40
37 48
37 43
37 54
37 50
7 37
34 37
9 37
37 55
10 37
12 37
37 44
13 37
14 37
15 37
16 37
17 37
37 45
37 46
19 37
20 37
37 51
22 37
23 37
37 49
33 37
24 37
25 37
37 52
26 37
37 53
28 37
29 37
30 37
31 37
32 37
34 38
2 38
27 38
4 38
38 39
5 38
38 40
6 38
38 41
38 42
38 48
38 43
38 50
7 38
9 38
38 55
10 38
12 38
38 44
13 38
14 38
15 38
17 38
38 45
38 46
19 38
20 38
38 51
22 38
38 49
33 38
24 38
25 38
38 52
26 38
38 53
38 54
29 38
30 38
31 38
32 38
2 27
2 3
2 39
2 5
2 42
2 6
2 41
2 40
2 48
2 43
2 28
2 7
2 9
2 55
2 11
2 12
2 44
2 14
2 15
2 16
2 17
2 45
2 19
2 51
2 22
2 49
2 52
2 24
2 25
2 53
2 54
2 31
2 32
3 27
4 27
27 39
5 27
27 42
6 27
27 41
27 40
27 48
27 43
27 28
7 27
27 34
9 27
27 55
10 27
11 27
12 27
27 44
13 27
14 27
15 27
16 27
17 27
27 45
27 46
19 27
20 27
27 51
21 27
22 27
23 27
27 49
27 50
27 33
24 27
25 27
27 52
26 27
27 53
27 54
27 29
27 30
27 31
27 32
3 5
3 40
3 6
3 41
3 42
3 48
3 43
3 28
3 7
3 34
1 3
3 9
3 55
3 11
3 12
3 44
3 13
3 14
3 15
3 16
3 17
3 45
3 46
3 19
3 20
3 51
3 21
3 22
3 23
3 49
3 33
3 31
3 52
3 26
3 53
3 54
3 30
4 33
4 39
4 10
4 40
4 6
4 41
4 42
4 48
4 43
4 50
4 7
4 34
4 9
4 55
4 11
4 12
4 44
4 13
4 14
4 15
4 16
4 17
4 19
4 20
4 51
4 21
4 49
4 52
4 24
4 25
4 53
4 54
4 29
4 30
4 32
5 39
39 40
6 39
39 41
39 42
39 48
39 43
39 50
7 39
34 39
9 39
39 55
10 39
12 39
39 44
13 39
15 39
16 39
17 39
39 46
19 39
20 39
39 51
23 39
39 49
33 39
24 39
25 39
39 52
26 39
39 53
39 54
29 39
30 39
31 39
32 39
5 6
5 43
5 54
5 50
5 7
1 5
5 9
5 55
5 11
5 12
5 13
5 14
5 15
5 16
5 45
5 46
5 19
5 20
5 51
5 21
5 22
5 23
5 49
5 33
5 24
5 25
5 52
5 26
5 28
5 31
10 42
40 42
6 42
41 42
42 48
42 43
42 50
7 42
34 42
9 42
42 55
11 42
12 42
42 44
13 42
14 42
15 42
16 42
17 42
42 45
42 46
19 42
20 42
42 51
23 42
42 49
33 42
24 42
25 42
42 52
42 53
42 54
29 42
30 42
31 42
32 42
6 10
6 41
6 40
6 48
6 43
6 28
6 7
6 34
6 9
6 55
6 11
6 12
6 44
6 13
6 14
6 15
6 16
6 17
6 45
6 46
6 19
6 20
6 51
6 21
6 22
6 23
6 49
6 50
6 33
6 24
6 25
6 52
6 26
6 53
6 54
6 29
6 30
6 31
6 32
10 41
40 41
41 48
41 43
28 41
7 41
34 41
9 41
41 55
12 41
41 44
13 41
14 41
15 41
16 41
17 41
41 45
33 41
19 41
20 41
41 51
21 41
41 49
41 50
24 41
25 41
41 52
26 41
41 53
41 54
29 41
30 41
31 41
32 41
10 40
40 48
40 43
40 54
40 50
7 40
34 40
9 40
40 55
11 40
12 40
40 44
13 40
14 40
15 40
17 40
40 45
40 46
19 40
20 40
40 51
22 40
40 49
33 40
24 40
25 40
26 40
40 53
28 40
29 40
30 40
31 40
32 40
10 48
43 48
28 48
7 48
34 48
9 48
48 55
12 48
44 48
13 48
14 48
15 48
16 48
17 48
45 48
33 48
46 48
19 48
20 48
48 51
22 48
23 48
48 49
48 50
24 48
25 48
48 52
26 48
48 53
48 54
29 48
30 48
31 48
32 48
28 43
7 43
34 43
1 43
9 43
43 55
10 43
11 43
12 43
43 44
13 43
14 43
15 43
16 43
17 43
43 45
33 43
43 46
19 43
20 43
43 51
21 43
22 43
23 43
43 49
43 50
24 43
25 43
43 52
26 43
43 53
43 54
29 43
30 43
31 43
32 43
28 50
7 28
1 28
9 28
28 55
11 28
12 28
14 28
15 28
16 28
17 28
28 46
19 28
20 28
28 51
22 28
28 49
28 33
24 28
25 28
26 28
28 54
28 29
28 30
28 31
28 32
7 34
7 9
7 55
7 10
7 11
7 12
7 44
7 13
7 14
7 15
7 16
7 17
7 45
7 33
7 46
7 19
7 20
7 51
7 21
7 22
7 23
7 49
7 50
7 24
7 25
7 52
7 26
7 53
7 54
