sources targets
1 2
1 17
1 35
2 17
2 35
3 4
3 27
3 45
4 28
4 30
5 6
5 14
5 28
6 15
6 19
6 37
7 19
7 32
7 37
8 16
8 29
8 31
8 33
8 47
9 10
9 17
9 35
10 17
10 35
11 12
11 13
11 14
11 45
12 13
12 14
12 48
13 14
13 15
13 46
14 15
14 37
15 16
15 37
15 50
16 29
16 47
16 51
17 34
17 52
18 22
18 27
18 45
19 32
20 21
20 24
20 39
21 23
21 38
22 26
22 44
23 25
23 43
24 34
24 52
25 26
25 41
26 40
27 36
28 30
28 48
29 31
29 33
29 49
29 51
30 46
31 32
31 47
31 50
32 37
32 49
33 47
34 35
34 42
34 52
35 52
36 44
36 45
38 39
38 42
39 43
40 41
40 44
41 43
42 52
46 48
47 49
47 51
49 50
