sources targets
1 2
1 14
2 3
2 13
2 26
2 27
3 4
3 16
3 27
3 28
4 5
4 15
4 17
4 28
5 6
5 7
5 16
5 29
6 7
6 19
6 29
7 8
7 18
7 30
8 9
8 10
8 30
9 10
9 11
9 12
9 31
10 11
10 12
10 31
10 32
11 12
11 32
13 14
13 35
13 42
14 15
14 35
14 36
15 16
15 36
15 37
16 17
16 37
17 18
17 19
17 38
18 19
18 38
19 20
19 39
20 21
20 22
20 39
21 22
21 23
21 24
21 40
22 23
22 24
22 40
22 41
23 24
23 41
25 33
25 42
26 27
26 33
26 36
27 28
27 35
27 37
28 29
28 36
28 38
29 30
29 37
29 39
30 38
31 32
31 41
32 40
33 34
33 42
34 42
35 36
36 37
37 38
38 39
40 41
