sources targets
1 37
1 55
2 38
2 56
3 39
4 40
5 51
5 75
6 52
6 76
7 57
7 69
8 58
8 70
9 51
10 52
11 59
12 60
13 65
14 66
15 69
16 70
17 71
18 72
19 79
19 83
20 80
20 84
21 83
22 84
23 25
23 27
23 35
23 43
24 26
24 28
24 36
24 45
25 29
25 33
26 30
26 34
27 31
27 44
28 32
28 46
29 39
29 47
29 51
30 40
30 48
30 52
31 37
31 49
32 38
32 50
33 37
34 38
35 41
36 42
39 41
40 42
44 53
46 54
53 61
54 62
55 59
55 65
56 60
56 66
57 59
57 63
57 67
58 60
58 64
58 68
61 63
62 64
65 69
66 70
67 71
68 72
71 73
72 74
73 74
73 77
74 78
77 79
77 81
78 80
78 82
81 83
82 84
