sources targets
1 2
1 30
1 38
2 3
2 18
2 30
3 17
3 37
3 45
4 36
4 37
4 44
5 6
5 21
5 36
6 20
6 21
6 35
6 43
7 8
7 20
7 22
7 35
8 34
8 35
8 42
9 10
9 24
9 34
10 23
10 33
10 34
10 41
10 42
11 12
11 33
11 41
12 32
12 33
12 40
12 41
13 14
13 31
13 32
13 40
14 15
14 31
14 39
15 31
15 39
16 17
16 30
16 38
17 18
17 30
17 38
18 37
18 45
19 36
19 44
19 45
20 21
20 44
21 22
21 35
21 43
22 42
22 43
23 24
23 42
24 41
25 26
25 27
25 33
25 41
26 27
26 40
27 28
27 31
27 32
27 39
27 40
28 29
28 31
28 39
29 31
29 39
37 45
