sources targets
1 30
2 36
3 37
4 38
5 47
6 55
7 59
8 65
9 70
10 73
11 76
12 84
13 24
13 26
13 30
14 29
14 35
14 37
15 36
15 42
16 47
16 50
17 55
17 57
18 59
18 62
19 65
19 68
20 69
20 70
21 72
21 73
22 76
22 77
23 80
23 82
23 83
24 27
24 31
25 27
25 28
25 33
26 28
26 36
29 30
29 32
31 38
32 34
34 35
37 39
38 40
39 41
39 43
40 45
41 44
42 46
42 47
44 48
48 49
49 51
50 53
50 54
50 55
51 52
52 56
56 58
57 59
57 60
57 61
62 63
62 65
63 64
63 66
64 67
68 70
68 71
69 73
69 74
69 75
72 76
72 78
72 79
77 80
77 81
82 84
