sources targets
1 2
1 22
1 23
2 3
2 4
2 22
2 23
3 4
3 5
3 23
4 5
4 6
4 23
4 24
5 6
5 7
5 24
6 7
6 24
7 8
7 25
8 9
8 10
8 25
8 26
9 10
9 11
9 27
9 28
10 11
10 12
10 28
11 12
11 29
12 13
12 14
12 29
13 14
13 15
13 29
14 15
15 30
16 17
16 41
16 42
17 36
17 40
17 42
18 19
18 20
18 21
18 34
18 38
19 20
19 21
19 34
20 21
20 35
21 31
21 35
22 23
23 24
24 25
25 26
25 27
26 27
26 28
27 28
27 29
28 29
30 37
30 41
30 42
31 32
31 33
31 35
32 33
32 35
33 35
34 35
34 38
34 39
36 39
36 40
36 41
36 42
37 41
37 42
38 39
38 40
39 40
41 42
