sources targets
1 43
1 57
2 41
3 54
3 59
4 54
5 57
5 61
6 59
6 65
7 58
8 60
9 62
9 68
10 63
11 64
12 66
13 67
13 73
14 67
15 68
15 71
16 69
17 70
17 75
18 72
18 76
19 75
19 80
20 76
20 83
21 77
22 78
23 79
24 81
25 82
26 84
27 28
27 30
27 32
27 42
28 29
28 37
29 31
29 38
29 45
30 35
30 39
30 47
31 33
31 34
32 33
34 43
34 51
34 52
35 36
35 44
36 40
36 48
37 44
38 46
39 41
40 41
40 49
40 54
43 46
48 50
49 53
50 53
50 55
50 56
57 58
58 60
59 62
60 63
61 63
61 67
62 64
64 66
65 66
68 69
69 70
70 72
71 72
71 74
75 77
76 79
77 78
78 80
78 82
79 81
81 84
83 84
