sources targets
1 24
1 25
2 25
3 26
4 32
4 34
5 31
6 30
7 34
7 42
8 44
8 45
9 35
10 38
11 41
12 46
13 50
14 56
14 67
15 54
16 60
17 65
18 67
19 72
20 30
20 36
20 37
21 39
22 84
22 85
23 24
23 26
23 30
24 28
25 27
25 29
26 27
28 32
29 31
31 33
32 40
33 35
34 38
35 43
36 44
37 45
38 39
39 41
40 47
41 42
42 48
43 46
46 49
47 51
49 50
50 52
51 53
52 54
53 63
54 57
55 56
55 58
55 62
56 59
57 60
58 61
59 66
59 68
60 64
61 65
63 70
64 67
65 69
68 71
69 72
70 73
71 75
72 74
73 76
74 77
74 78
75 79
76 80
77 82
78 83
79 81
80 81
82 84
83 84
