sources targets
1 2
1 3
1 35
1 55
2 3
2 20
2 40
3 4
3 28
4 5
4 18
4 21
4 27
5 30
5 32
5 41
5 50
6 7
6 23
6 36
6 56
7 8
7 25
7 36
7 45
8 25
8 34
8 45
9 10
9 11
9 35
9 40
9 55
10 11
10 40
10 49
11 12
11 39
12 13
12 18
12 41
12 47
13 14
13 41
13 50
13 52
14 15
14 16
14 43
14 56
15 16
15 25
15 45
15 56
16 45
16 54
17 18
17 26
18 27
19 26
19 28
19 39
19 48
20 29
20 40
20 49
21 30
22 31
22 35
22 55
23 32
24 33
24 34
24 53
24 54
25 56
28 39
28 48
29 35
29 40
29 49
31 35
31 55
33 34
33 44
33 54
36 56
37 46
37 48
38 46
38 47
39 48
40 49
41 50
42 51
43 52
44 53
45 56
51 55
53 54
