sources targets
1 2
1 13
2 3
2 12
2 23
2 26
3 13
3 14
3 26
3 27
4 5
4 6
4 7
4 27
4 44
5 6
5 7
5 28
6 7
6 28
7 29
8 9
8 20
8 31
9 10
9 19
10 11
10 22
10 32
10 42
11 21
11 22
11 32
11 42
12 13
12 34
12 35
13 14
13 23
13 33
13 36
14 26
14 36
14 37
15 16
15 17
15 18
15 44
16 17
16 18
16 38
17 18
17 38
18 39
19 20
19 41
20 21
21 22
22 42
23 24
23 26
23 34
23 36
24 25
24 33
24 35
25 34
26 33
27 43
27 44
28 43
28 44
29 30
29 40
30 31
30 39
30 40
30 41
31 40
32 42
33 34
33 36
34 35
37 43
37 44
38 43
38 44
39 40
40 41
43 44
